pathway_id	pathway_name	ec_number	ec_name	product
362	Benzoate degradation via hydroxylation	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
362	Benzoate degradation via hydroxylation	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
362	Benzoate degradation via hydroxylation	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
363	Bisphenol A degradation	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
363	Bisphenol A degradation	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
380	Tryptophan metabolism	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
380	Tryptophan metabolism	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
380	Tryptophan metabolism	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
380	Tryptophan metabolism	2.5.1.-	Transferring alkyl or aryl groups, other than methyl groups.	Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)
380	Tryptophan metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
380	Tryptophan metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
380	Tryptophan metabolism	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	4.2.1.10	3-dehydroquinate dehydratase	3-dehydroquinate dehydratase II (EC 4.2.1.10)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	1.3.1.43	Arogenate dehydrogenase	Arogenate dehydrogenase (EC 1.3.1.43)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.6.1.57	Aromatic-amino-acid transaminase	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	5.4.99.5	Chorismate mutase	Chorismate mutase I (EC 5.4.99.5)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	4.2.3.5	Chorismate synthase	Chorismate synthase (EC 4.2.3.5)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	5.3.1.24	Phosphoribosylanthranilate isomerase	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	4.2.1.51	Prephenate dehydratase	Prephenate dehydratase (EC 4.2.1.51)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	1.1.1.25	Shikimate dehydrogenase	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.7.1.71	Shikimate kinase	Shikimate kinase I (EC 2.7.1.71) / 3-dehydroquinate synthase (EC 4.2.3.4)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	4.2.3.4	3-dehydroquinate synthase	Shikimate kinase I (EC 2.7.1.71) / 3-dehydroquinate synthase (EC 4.2.3.4)
400	Phenylalanine, tyrosine and tryptophan biosynthesis	4.2.1.20	Tryptophan synthase	Tryptophan synthase beta chain (EC 4.2.1.20)
401	Novobiocin biosynthesis	1.3.1.43	Arogenate dehydrogenase	Arogenate dehydrogenase (EC 1.3.1.43)
401	Novobiocin biosynthesis	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
401	Novobiocin biosynthesis	2.6.1.57	Aromatic-amino-acid transaminase	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
430	Taurine and hypotaurine metabolism	2.7.2.1	Acetate kinase	Acetate kinase (EC 2.7.2.1)
430	Taurine and hypotaurine metabolism	1.4.1.1	Alanine dehydrogenase	Alanine dehydrogenase (EC 1.4.1.1)
430	Taurine and hypotaurine metabolism	2.3.1.8	Phosphate acetyltransferase	Phosphate acetyltransferase (EC 2.3.1.8)
440	Phosphonate and phosphinate metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Cardiolipin synthetase (EC 2.7.8.-)
440	Phosphonate and phosphinate metabolism	2.7.7.15	Choline-phosphate cytidylyltransferase	Cholinephosphate cytidylyltransferase (EC 2.7.7.15) / Choline kinase (EC 2.7.1.32)
440	Phosphonate and phosphinate metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)
440	Phosphonate and phosphinate metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
450	Selenoamino acid metabolism	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
450	Selenoamino acid metabolism	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
450	Selenoamino acid metabolism	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
450	Selenoamino acid metabolism	6.1.1.10	Methionine--tRNA ligase	Methionyl-tRNA synthetase (EC 6.1.1.10)
450	Selenoamino acid metabolism	2.5.1.48	Cystathionine gamma-synthase	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
450	Selenoamino acid metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
450	Selenoamino acid metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
450	Selenoamino acid metabolism	1.8.1.9	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)
450	Selenoamino acid metabolism	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
471	D-Glutamine and D-glutamate metabolism	5.1.1.3	Glutamate racemase	Glutamate racemase (EC 5.1.1.3)
471	D-Glutamine and D-glutamate metabolism	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)
471	D-Glutamine and D-glutamate metabolism	6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
473	D-Alanine metabolism	5.1.1.1	Alanine racemase	Alanine racemase (EC 5.1.1.1)
473	D-Alanine metabolism	6.3.2.4	D-alanine--D-alanine ligase	D-alanine--D-alanine ligase (EC 6.3.2.4)
480	Glutathione metabolism	1.1.1.44	Phosphogluconate dehydrogenase (decarboxylating)	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)
480	Glutathione metabolism	1.1.1.49	Glucose-6-phosphate dehydrogenase	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)
480	Glutathione metabolism	3.4.11.2	Membrane alanyl aminopeptidase	Membrane alanine aminopeptidase N (EC 3.4.11.2)
480	Glutathione metabolism	1.17.4.1	Ribonucleoside-diphosphate reductase	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)
480	Glutathione metabolism	1.17.4.1	Ribonucleoside-diphosphate reductase	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)
500	Starch and sucrose metabolism	2.4.1.18	1,4-alpha-glucan branching enzyme	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)
500	Starch and sucrose metabolism	2.4.1.25	4-alpha-glucanotransferase	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)
500	Starch and sucrose metabolism	3.2.1.20	Alpha-glucosidase	Alpha-glucosidase (EC 3.2.1.20)
500	Starch and sucrose metabolism	5.4.2.6	Beta-phosphoglucomutase	Beta-phosphoglucomutase (EC 5.4.2.6)
500	Starch and sucrose metabolism	2.7.1.4	Fructokinase	Fructokinase (EC 2.7.1.4)
500	Starch and sucrose metabolism	5.3.1.9	Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase (EC 5.3.1.9)
500	Starch and sucrose metabolism	2.4.1.1	Phosphorylase	Glycogen phosphorylase (EC 2.4.1.1)
500	Starch and sucrose metabolism	3.2.1.20	Alpha-glucosidase	Maltodextrin glucosidase (EC 3.2.1.20)
500	Starch and sucrose metabolism	2.4.1.8	Maltose phosphorylase	Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)
500	Starch and sucrose metabolism	2.4.1.64	Alpha,alpha-trehalose phosphorylase	Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)
500	Starch and sucrose metabolism	3.2.1.10	Oligo-1,6-glucosidase	Oligo-1,6-glucosidase (EC 3.2.1.10)
500	Starch and sucrose metabolism	5.4.2.2	Phosphoglucomutase	Phosphoglucomutase (EC 5.4.2.2)
500	Starch and sucrose metabolism	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)
500	Starch and sucrose metabolism	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	PTS system, mannose-specific IIB component (EC 2.7.1.69)
500	Starch and sucrose metabolism	5.4.99.16	Maltose alpha-D-glucosyltransferase	Trehalose synthase (EC 5.4.99.16)
500	Starch and sucrose metabolism	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
512	O-Glycan biosynthesis	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
512	O-Glycan biosynthesis	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
513	High-mannose type N-glycan biosynthesis	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
513	High-mannose type N-glycan biosynthesis	3.2.1.52	Beta-N-acetylhexosaminidase	Beta-hexosaminidase (EC 3.2.1.52)
513	High-mannose type N-glycan biosynthesis	2.7.8.-	Transferases for other substituted phosphate groups.	Cardiolipin synthetase (EC 2.7.8.-)
513	High-mannose type N-glycan biosynthesis	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
513	High-mannose type N-glycan biosynthesis	2.7.8.-	Transferases for other substituted phosphate groups.	Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)
513	High-mannose type N-glycan biosynthesis	2.7.8.-	Transferases for other substituted phosphate groups.	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
520	Amino sugar and nucleotide sugar metabolism	3.2.1.52	Beta-N-acetylhexosaminidase	Beta-hexosaminidase (EC 3.2.1.52)
520	Amino sugar and nucleotide sugar metabolism	3.2.1.14	Chitinase	Chitinase (EC 3.2.1.14)
520	Amino sugar and nucleotide sugar metabolism	2.7.7.-	Nucleotidyltransferases.	DNA primase (EC 2.7.7.-)
520	Amino sugar and nucleotide sugar metabolism	2.7.1.4	Fructokinase	Fructokinase (EC 2.7.1.4)
520	Amino sugar and nucleotide sugar metabolism	2.7.1.6	Galactokinase	Galactokinase (EC 2.7.1.6)
520	Amino sugar and nucleotide sugar metabolism	2.7.7.10	UTP--hexose-1-phosphate uridylyltransferase	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)
520	Amino sugar and nucleotide sugar metabolism	2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)
520	Amino sugar and nucleotide sugar metabolism	3.5.99.6	Glucosamine-6-phosphate deaminase	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)
520	Amino sugar and nucleotide sugar metabolism	5.3.1.9	Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase (EC 5.3.1.9)
520	Amino sugar and nucleotide sugar metabolism	2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
520	Amino sugar and nucleotide sugar metabolism	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
520	Amino sugar and nucleotide sugar metabolism	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)
520	Amino sugar and nucleotide sugar metabolism	5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)
520	Amino sugar and nucleotide sugar metabolism	5.1.3.8	N-acylglucosamine 2-epimerase	N-acylglucosamine 2-epimerase (EC 5.1.3.8)
520	Amino sugar and nucleotide sugar metabolism	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
520	Amino sugar and nucleotide sugar metabolism	5.4.2.2	Phosphoglucomutase	Phosphoglucomutase (EC 5.4.2.2)
520	Amino sugar and nucleotide sugar metabolism	5.4.2.10	Phosphoglucosamine mutase	Phosphoglucosamine mutase (EC 5.4.2.10)
520	Amino sugar and nucleotide sugar metabolism	2.7.1.63	Polyphosphate--glucose phosphotransferase	Polyphosphate glucokinase (EC 2.7.1.63)
520	Amino sugar and nucleotide sugar metabolism	2.7.1.59	N-acetylglucosamine kinase	Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)
520	Amino sugar and nucleotide sugar metabolism	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)
520	Amino sugar and nucleotide sugar metabolism	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	PTS system, mannose-specific IIB component (EC 2.7.1.69)
520	Amino sugar and nucleotide sugar metabolism	5.1.3.2	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase (EC 5.1.3.2)
520	Amino sugar and nucleotide sugar metabolism	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
520	Amino sugar and nucleotide sugar metabolism	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
521	Streptomycin biosynthesis	1.1.1.133	dTDP-4-dehydrorhamnose reductase	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
521	Streptomycin biosynthesis	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
521	Streptomycin biosynthesis	4.2.1.46	dTDP-glucose 4,6-dehydratase	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
521	Streptomycin biosynthesis	2.7.7.24	Glucose-1-phosphate thymidylyltransferase	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
521	Streptomycin biosynthesis	3.1.3.25	Inositol-phosphate phosphatase	Inositol-1-monophosphatase (EC 3.1.3.25)
521	Streptomycin biosynthesis	5.5.1.4	Inositol-3-phosphate synthase	Inositol-1-phosphate synthase (EC 5.5.1.4)
521	Streptomycin biosynthesis	5.4.2.2	Phosphoglucomutase	Phosphoglucomutase (EC 5.4.2.2)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
522	Biosynthesis of 12-, 14- and 16-membered macrolides	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
523	Polyketide sugar unit biosynthesis	1.1.1.133	dTDP-4-dehydrorhamnose reductase	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
523	Polyketide sugar unit biosynthesis	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
523	Polyketide sugar unit biosynthesis	4.2.1.46	dTDP-glucose 4,6-dehydratase	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
523	Polyketide sugar unit biosynthesis	2.7.7.24	Glucose-1-phosphate thymidylyltransferase	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
523	Polyketide sugar unit biosynthesis	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
531	Glycosaminoglycan degradation	3.2.1.23	Beta-galactosidase	Beta-galactosidase (EC 3.2.1.23)
531	Glycosaminoglycan degradation	3.2.1.52	Beta-N-acetylhexosaminidase	Beta-hexosaminidase (EC 3.2.1.52)
531	Glycosaminoglycan degradation	3.2.1.-	Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.	Glycogen debranching enzyme (EC 3.2.1.-)
540	Lipopolysaccharide biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
540	Lipopolysaccharide biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
540	Lipopolysaccharide biosynthesis	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
540	Lipopolysaccharide biosynthesis	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)
540	Lipopolysaccharide biosynthesis	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
540	Lipopolysaccharide biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
540	Lipopolysaccharide biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
550	Peptidoglycan biosynthesis	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
550	Peptidoglycan biosynthesis	2.4.1.129	Peptidoglycan glycosyltransferase	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
550	Peptidoglycan biosynthesis	6.3.2.4	D-alanine--D-alanine ligase	D-alanine--D-alanine ligase (EC 6.3.2.4)
550	Peptidoglycan biosynthesis	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
550	Peptidoglycan biosynthesis	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
550	Peptidoglycan biosynthesis	2.4.1.129	Peptidoglycan glycosyltransferase	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
550	Peptidoglycan biosynthesis	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
550	Peptidoglycan biosynthesis	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
550	Peptidoglycan biosynthesis	2.4.1.227	Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
550	Peptidoglycan biosynthesis	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)
550	Peptidoglycan biosynthesis	6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
550	Peptidoglycan biosynthesis	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)
550	Peptidoglycan biosynthesis	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)
561	Glycerolipid metabolism	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
561	Glycerolipid metabolism	3.2.1.22	Alpha-galactosidase	Alpha-galactosidase (EC 3.2.1.22)
561	Glycerolipid metabolism	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
561	Glycerolipid metabolism	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
562	Inositol phosphate metabolism	3.1.3.25	Inositol-phosphate phosphatase	Inositol-1-monophosphatase (EC 3.1.3.25)
562	Inositol phosphate metabolism	5.5.1.4	Inositol-3-phosphate synthase	Inositol-1-phosphate synthase (EC 5.5.1.4)
562	Inositol phosphate metabolism	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
562	Inositol phosphate metabolism	5.3.1.1	Triose-phosphate isomerase	Triosephosphate isomerase (EC 5.3.1.1)
563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
564	Glycerophospholipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
564	Glycerophospholipid metabolism	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
564	Glycerophospholipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
564	Glycerophospholipid metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Cardiolipin synthetase (EC 2.7.8.-)
564	Glycerophospholipid metabolism	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
564	Glycerophospholipid metabolism	2.7.1.32	Choline kinase	Cholinephosphate cytidylyltransferase (EC 2.7.7.15) / Choline kinase (EC 2.7.1.32)
564	Glycerophospholipid metabolism	2.7.7.15	Choline-phosphate cytidylyltransferase	Cholinephosphate cytidylyltransferase (EC 2.7.7.15) / Choline kinase (EC 2.7.1.32)
564	Glycerophospholipid metabolism	1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)
564	Glycerophospholipid metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)
564	Glycerophospholipid metabolism	2.7.7.41	Phosphatidate cytidylyltransferase	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
564	Glycerophospholipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
564	Glycerophospholipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
564	Glycerophospholipid metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
