go_id	go_term	product
GO:0008649	rRNA methyltransferase activity	Dimethyladenosine transferase (EC 2.1.1.-)
GO:0008677	2-dehydropantoate 2-reductase activity	2-dehydropantoate 2-reductase (EC 1.1.1.169)
GO:0008716	D-alanine-D-alanine ligase activity	D-alanine--D-alanine ligase (EC 6.3.2.4)
GO:0008728	GTP diphosphokinase activity	GTP pyrophosphokinase (EC 2.7.6.5)
GO:0008733	L-arabinose isomerase activity	L-arabinose isomerase (EC 5.3.1.4)
GO:0008741	ribulokinase activity	Ribulokinase (EC 2.7.1.16)
GO:0008742	L-ribulose-phosphate 4-epimerase activity	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)
GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)
GO:0008763	UDP-N-acetylmuramate-L-alanine ligase activity	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)
GO:0008764	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
GO:0008765	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)
GO:0008767	UDP-galactopyranose mutase activity	UDP-galactopyranose mutase (EC 5.4.99.9)
GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
GO:0008776	acetate kinase activity	Acetate kinase (EC 2.7.2.1)
GO:0008782	adenosylhomocysteine nucleosidase activity	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
GO:0008784	alanine racemase activity	Alanine racemase (EC 5.1.1.1)
GO:0008795	NAD+ synthase activity	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase
GO:0008801	beta-phosphoglucomutase activity	Beta-phosphoglucomutase (EC 5.4.2.6)
GO:0008827	cytochrome o ubiquinol oxidase activity	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
GO:0008829	dCTP deaminase activity	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
GO:0008832	dGTPase activity	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)
GO:0008834	di-trans,poly-cis-decaprenylcistransferase activity	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)
GO:0008840	dihydrodipicolinate synthase activity	Dihydrodipicolinate synthase (EC 4.2.1.52)
GO:0008841	dihydrofolate synthase activity	Dihydrofolate synthase (EC 6.3.2.12) / Folylpolyglutamate synthase (EC 6.3.2.17)
GO:0008853	exodeoxyribonuclease III activity	Exodeoxyribonuclease III (EC 3.1.11.2)
GO:0008855	exodeoxyribonuclease VII activity	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
GO:0008855	exodeoxyribonuclease VII activity	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
GO:0008861	formate C-acetyltransferase activity	Pyruvate formate-lyase (EC 2.3.1.54)
GO:0008865	fructokinase activity	Fructokinase (EC 2.7.1.4)
GO:0008879	glucose-1-phosphate thymidylyltransferase activity	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
GO:0008881	glutamate racemase activity	Glutamate racemase (EC 5.1.1.3)
GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)
GO:0008897	phosphopantetheinyltransferase activity	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)
GO:0008899	homoserine O-succinyltransferase activity	Homoserine O-succinyltransferase (EC 2.3.1.46)
GO:0008912	lactaldehyde reductase activity	Lactaldehyde reductase (EC 1.1.1.77)
GO:0008930	methylthioadenosine nucleosidase activity	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
GO:0008936	nicotinamidase activity	Nicotinamidase (EC 3.5.1.19)
GO:0008955	peptidoglycan glycosyltransferase activity	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
GO:0008959	phosphate acetyltransferase activity	Phosphate acetyltransferase (EC 2.3.1.8)
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
GO:0008964	phosphoenolpyruvate carboxylase activity	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)
GO:0008966	phosphoglucosamine mutase activity	Phosphoglucosamine mutase (EC 5.4.2.10)
GO:0008976	polyphosphate kinase activity	Polyphosphate kinase (EC 2.7.4.1)
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	PTS system, mannose-specific IIB component (EC 2.7.1.69)
GO:0008992	repressor LexA activity	SOS-response repressor and protease LexA (EC 3.4.21.88)
GO:0008998	ribonucleoside-triphosphate reductase activity	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)
GO:0009001	serine O-acetyltransferase activity	Serine acetyltransferase (EC 2.3.1.30)
GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)
GO:0009019	tRNA (guanine-N1-)-methyltransferase activity	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)
GO:0009022	tRNA nucleotidyltransferase activity	Ribonuclease PH (EC 2.7.7.56)
GO:0009045	xylose isomerase activity	Xylose isomerase (EC 5.3.1.5)
GO:0009055	electron carrier activity	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)
GO:0009055	electron carrier activity	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)
GO:0009058	biosynthetic process	Transcriptional regulator, GntR family
GO:0009073	aromatic amino acid family biosynthetic process	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
GO:0009228	thiamin biosynthetic process	Thiazole biosynthesis protein ThiG
GO:0009306	protein secretion	Preprotein translocase secY subunit (TC 3.A.5.1.1)
GO:0009306	protein secretion	Preprotein translocase subunit SecG (TC 3.A.5.1.1)
GO:0009341	beta-galactosidase complex	Evolved beta-D-galactosidase, alpha subunit
GO:0009378	Holliday junction helicase activity	Holliday junction DNA helicase RuvA
GO:0009378	Holliday junction helicase activity	Holliday junction DNA helicase RuvB
GO:0009379	Holliday junction helicase complex	Holliday junction DNA helicase RuvA
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	Phosphocarrier protein of PTS system
GO:0009986	cell surface	Predicted cell-wall-anchored protein SasA (LPXTG motif)
GO:0009986	cell surface	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
GO:0015035	protein disulfide oxidoreductase activity	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)
GO:0015036	disulfide oxidoreductase activity	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)
GO:0015079	potassium ion transmembrane transporter activity	Kup system potassium uptake protein
GO:0015205	nucleobase transmembrane transporter activity	Cytosine/purine/uracil/thiamine/allantoin permease family protein
GO:0015423	maltose-transporting ATPase activity	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	Preprotein translocase secY subunit (TC 3.A.5.1.1)
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	Preprotein translocase subunit SecG (TC 3.A.5.1.1)
GO:0015934	large ribosomal subunit	LSU ribosomal protein L32p
GO:0015986	ATP synthesis coupled proton transport	Transcription termination factor Rho
GO:0016020	membrane	ABC transporter membrane-spanning permease, Pep export, Vex3
GO:0016020	membrane	ABC transporter permease protein
GO:0016020	membrane	Aquaporin Z
GO:0016020	membrane	Chloride channel protein
GO:0016020	membrane	Choline permease LicB
GO:0016020	membrane	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
GO:0016020	membrane	Cytosine/purine/uracil/thiamine/allantoin permease family protein
GO:0016020	membrane	Ferric iron ABC transporter, permease protein
GO:0016020	membrane	Fumarate reductase subunit C
GO:0016020	membrane	Glycerol uptake facilitator protein
GO:0016020	membrane	Kup system potassium uptake protein
GO:0016020	membrane	Large-conductance mechanosensitive channel
GO:0016020	membrane	Maltose/maltodextrin ABC transporter, permease protein MalF
GO:0016020	membrane	Maltose/maltodextrin ABC transporter, permease protein MalG
GO:0016020	membrane	Manganese ABC transporter, inner membrane permease protein SitD
GO:0016020	membrane	Methionine ABC transporter permease protein
GO:0016020	membrane	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF
GO:0016020	membrane	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG
GO:0016020	membrane	N-Acetyl-D-glucosamine ABC transport system, permease protein 1
GO:0016020	membrane	N-Acetyl-D-glucosamine ABC transport system, permease protein 2
GO:0016020	membrane	Permease of the drug/metabolite transporter (DMT) superfamily
GO:0016020	membrane	Preprotein translocase secY subunit (TC 3.A.5.1.1)
GO:0016020	membrane	Preprotein translocase subunit SecE (TC 3.A.5.1.1)
GO:0016020	membrane	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
GO:0016020	membrane	Putative high-affinity iron permease
GO:0016020	membrane	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
GO:0016020	membrane	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)
GO:0016020	membrane	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
GO:0016021	integral to membrane	ABC transporter ATP-binding protein
GO:0016021	integral to membrane	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
GO:0016021	integral to membrane	Preprotein translocase subunit SecG (TC 3.A.5.1.1)
GO:0016036	cellular response to phosphate starvation	Phosphate starvation-inducible protein PhoH, predicted ATPase
GO:0016469	proton-transporting two-sector ATPase complex	Transcription termination factor Rho
GO:0016491	oxidoreductase activity	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
GO:0016491	oxidoreductase activity	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)
GO:0016787	hydrolase activity	tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)
GO:0016887	ATPase activity	ABC transporter ATP-binding protein
GO:0016887	ATPase activity	ABC transporter, ATP-binding protein Vex2
GO:0016887	ATPase activity	ABC-transporter (ATP-binding protein) -possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide
GO:0016887	ATPase activity	ABC-type multidrug transport system, ATPase component
GO:0016887	ATPase activity	COG0488: ATPase components of ABC transporters with duplicated ATPase domains
GO:0016887	ATPase activity	Excinuclease ABC subunit A
GO:0016887	ATPase activity	Iron-sulfur cluster assembly ATPase protein SufC
GO:0016887	ATPase activity	Methionine ABC transporter ATP-binding protein
GO:0016887	ATPase activity	Zinc ABC transporter, ATP-binding protein ZnuC
GO:0016987	sigma factor activity	RNA polymerase sigma factor RpoD
GO:0017038	protein import	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
GO:0019538	protein metabolic process	ClpB protein
GO:0030528	transcription regulator activity	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family
GO:0030528	transcription regulator activity	RNA polymerase sigma factor RpoD
GO:0030528	transcription regulator activity	Transcriptional regulator, GntR family
GO:0030976	thiamin pyrophosphate binding	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)
GO:0031072	heat shock protein binding	Chaperone protein DnaJ
GO:0031216	neopullulanase activity	Neopullulanase (EC 3.2.1.135)
GO:0042254	ribosome biogenesis and assembly	LSU ribosomal protein L10p (P0)
GO:0042586	peptide deformylase activity	Peptide deformylase (EC 3.5.1.88)
GO:0042803	protein homodimerization activity	Heat shock protein GrpE
GO:0043169	cation binding	Glycogen debranching enzyme (EC 3.2.1.-)
GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)
GO:0043565	sequence-specific DNA binding	MSM (multiple sugar metabolism) operon regulatory protein
GO:0044267	cellular protein metabolic process	Heat shock protein 60 family chaperone GroEL
GO:0045449	regulation of transcription	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family
GO:0045449	regulation of transcription	RNA polymerase sigma factor RpoD
GO:0045449	regulation of transcription	Transcriptional regulator, GntR family
GO:0045454	cell redox homeostasis	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)
GO:0046316	gluconokinase activity	Gluconokinase (EC 2.7.1.12)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase A chain (EC 3.6.3.14)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase alpha chain (EC 3.6.3.14)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase B chain (EC 3.6.3.14)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase beta chain (EC 3.6.3.14)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase C chain (EC 3.6.3.14)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase epsilon chain (EC 3.6.3.14)
GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	ATP synthase gamma chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase A chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase alpha chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase B chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase beta chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase C chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase epsilon chain (EC 3.6.3.14)
GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism	ATP synthase gamma chain (EC 3.6.3.14)
GO:0047330	polyphosphate-glucose phosphotransferase activity	Polyphosphate glucokinase (EC 2.7.1.63)
GO:0047465	N-acylglucosamine-6-phosphate 2-epimerase activity	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)
GO:0047652	allantoate deiminase activity	Allantoate amidohydrolase (EC 3.5.3.9)
GO:0047656	alpha,alpha-trehalose phosphorylase activity	Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)
GO:0047905	fructose-6-phosphate phosphoketolase activity	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)
GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)
GO:0050082	maltose phosphorylase activity	Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)
GO:0050118	N-acetyldiaminopimelate deacetylase activity	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)
GO:0050193	phosphoketolase activity	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)
GO:0050334	thiaminase activity	Thiaminase II (EC 3.5.99.2)
GO:0050511	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
GO:0051082	unfolded protein binding	Chaperone protein DnaJ
GO:0051087	chaperone binding	Heat shock protein GrpE
GO:0051276	chromosome organization and biogenesis	DNA repair protein RecN
GO:0051276	chromosome organization and biogenesis	Exonuclease SbcC
